time,BVSP.Open,BVSP.High,BVSP.Low,BVSP.Close,BVSP.Volume,BVSP.Adjusted
2024-07-18,129450,129454,127523,127652,7591500,127652
2024-07-17,129112,129658,128741,129450,6672400,129450
2024-07-16,129322,129521,128761,129110,6818900,129110
2024-07-15,128898,129485,128723,129321,5826900,129321
2024-07-12,128293,129015,128002,128897,7206600,128897
2024-07-11,127221,128326,127221,128294,7972900,128294
2024-07-10,127109,127769,126928,127218,8152600,127218
2024-07-09,126548,127295,125937,127108,6684600,127108
2024-07-08,126280,126551,125614,126548,7430300,126548
2024-07-05,126165,126662,125556,126267,8085600,126267
2024-07-04,125666,126660,125666,126164,6535700,126164
2024-07-03,124787,126581,124787,125662,8534200,125662
2024-07-02,124720,125491,124310,124787,8368000,124787
2024-07-01,123905,125220,123735,124718,0,124718
2024-06-28,124308,124500,123298,123907,9070800,123907
2024-06-27,122642,124308,122642,124308,8707300,124308
2024-06-26,122331,122701,121402,122641,8178800,122641
2024-06-25,122804,122849,121997,122331,6942900,122331
2024-06-24,121343,122840,121307,122637,7836100,122637
2024-06-21,120446,121580,120061,121341,12906900,121341
2024-06-20,120267,121607,120156,120446,8659500,120446
2024-06-19,119630,120383,118960,120261,5646300,120261
2024-06-18,119138,120109,118872,119630,8100100,119630
2024-06-17,119663,119663,118685,119138,7380600,119138
2024-06-14,119558,120214,118828,119662,7847600,119662
2024-06-13,119936,120222,119171,119568,8543000,119568
2024-06-12,121644,122483,119544,119936,11278800,119936
2024-06-11,120760,121759,120757,121635,7477000,121635
2024-06-10,120769,121421,120540,120760,6568400,120760
2024-06-07,122899,122899,120679,120767,9801200,120767
2024-06-06,121408,123246,121377,122899,8404200,122899
2024-06-05,121803,122170,121253,121407,8768700,121407
2024-06-04,122032,122032,120878,121802,8529300,121802
2024-06-03,122100,122495,121496,122032,8428100,122032
2024-05-31,122704,122837,121929,122098,15918600,122098
2024-05-29,123780,123780,122458,122707,8257700,122707
2024-05-28,124498,125392,123537,123780,9179800,123780
2024-05-27,124297,124535,124081,124496,4327600,124496
2024-05-24,124731,125257,124259,124306,9211500,124306
2024-05-23,125650,125665,124431,124729,9985400,124729
2024-05-22,127412,127412,125524,125650,12403500,125650
2024-05-21,127754,128272,127205,127412,9138500,127412
2024-05-20,128151,128730,127488,127751,9340300,127751
